CarDetect_130129351_00204.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,1ฒผ3796,กรุงเทพมหานคร,,
CarDetect_152106793_03071.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,2กย3941,กรุงเทพมหานคร,,
CarDetect_151738914_03003.jpg,รถกระบะไม่มีหลังคา,แดง,Toyota,พื้นขาวอักษรดำ,กอ6495,ภูเก็ต,,
CarDetect_16063732_03964.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กย8591,ภูเก็ต,,
CarDetect_152059634_03069.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,บฉ884,พังงา,,
CarDetect_165251663_04923.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4459,ภูเก็ต,,
CarDetect_142435969_01941.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรเขียว,บย4509,พิษณุโลก,,
CarDetect_142222565_01894.jpg,รถจักรยานยนต์,ส้ม,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_16513967_04900.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,6กส834,กรุงเทพมหานคร,,
CarDetect_160810260_03991.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309027,ภูเก็ต,,
CarDetect_140035506_01427.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,307172,ภูเก็ต,,
CarDetect_150045122_02647.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรเขียว,บฉ7709,ภูเก็ต,,
CarDetect_15100666_02851.jpg,รถกระบะไม่มีหลังคา,ฟ้า,Mazda,พื้นขาวอักษรเขียว,ผฉ4680,สงขลา,,
CarDetect_140811738_01598.jpg,รถบัส,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_173610847_05860.jpg,รถเก๋ง,น่าจะสีอ่อน,Unknown,พื้นขาวอักษรดำ,กร8785,ภูเก็ต,,
CarDetect_130736628_00314.jpg,รถกระบะมีหลังคา,ดำ,Isuzu,พื้นขาวอักษรเขียว,ตธ5037,กรุงเทพมหานคร,,
CarDetect_132527924_00675.jpg,รถกระบะมีหลังคาสูง,ฟ้า,Isuzu,พื้นเหลืองอักษรดำ,100439,ภูเก็ต,,
CarDetect_133242111_00840.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,304485,ภูเก็ต,,
CarDetect_171159909_05304.jpg,รถเก๋ง,น่าจะสีอ่อน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3363,ภูเก็ต,,
CarDetect_130104384_00194.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นเขียวอักษรสีขาว/ดำ,ฌข4289,ภูเก็ต,,
CarDetect_12573897_00121.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กพ8757,ภูเก็ต,,
CarDetect_142137136_01874.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กฉ9465,กระบี่,,
CarDetect_161109787_04063.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,กฉ9188,ภูเก็ต,,
CarDetect_165803257_05023.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข909,ภูเก็ต,,
CarDetect_135618916_01338.jpg,รถบรรทุก,ฟ้า,Isuzu,พื้นเหลืองอักษรดำ,703961,สุราษฎร์ธานี,,
CarDetect_172031487_05491.jpg,รถเก๋ง,น่าจะสีอ่อน,Nissan,พื้นขาวอักษรดำ,กค7394,พังงา,,
CarDetect_153506163_03353.jpg,รถตู้,ขาว,Toyota,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_14462945_02368.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กอ7407,ภูเก็ต,,
CarDetect_16055615_03949.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2880,ภูเก็ต,,
CarDetect_135925757_01396.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กษ6339,ภูเก็ต,,
CarDetect_144148822_02285.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,ฌฐ9405,กรุงเทพมหานคร,,
CarDetect_155815986_03808.jpg,รถเก๋ง,ขาว,Mercedes-benz,พื้นกราฟิก,กธ3311,ภูเก็ต,,
CarDetect_160138962_03880.jpg,รถเก๋ง,เทา,Nissan,พื้นขาวอักษรดำ,กร6678,ภูเก็ต,,
CarDetect_133622778_00934.jpg,รถกระบะมีหลังคา,ดำ,Isuzu,พื้นขาวอักษรดำ,บน130,หนองคาย,,
CarDetect_144605121_02360.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กล2131,ภูเก็ต,,
CarDetect_164902458_04835.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กน7710,ภูเก็ต,,
CarDetect_130925460_00353.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Isuzu,พื้นขาวอักษรเขียว,บบ3304,ประจวบคีรีขันธ์,,
CarDetect_135843341_01389.jpg,รถกระบะมีหลังคาสูง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,1ฒษ752,กรุงเทพมหานคร,,
CarDetect_152005476_03057.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กษ4843,ภูเก็ต,,
CarDetect_134229206_01055.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรดำ,บบ3778,ภูเก็ต,,
CarDetect_174138558_05963.jpg,รถเก๋งแวน,น้ำตาล, Suzuki,พื้นขาวอักษรดำ,6กถ5764,กรุงเทพมหานคร,,
CarDetect_134715850_01151.jpg,รถกระบะไม่มีหลังคา,ขาว,Mitsubishi,พื้นขาวอักษรเขียว,บจ7792,ภูเก็ต,,
CarDetect_144623309_02366.jpg,รถเก๋ง,น้ำเงิน,Honda,พื้นขาวอักษรดำ,กฉ5569,ภูเก็ต,,
CarDetect_135127811_01240.jpg,รถกระบะมีหลังคา,ขาว,Isuzu,พื้นแดง,ก0575,กระบี่,,
CarDetect_133950150_00998.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,1กร3814,กรุงเทพมหานคร,,
CarDetect_142317726_01917.jpg,รถเก๋ง,บรอนซ์เงิน, Suzuki,พื้นขาวอักษรดำ,6กง3090,กรุงเทพมหานคร,,
CarDetect_164025290_04641.jpg,รถเก๋ง,เทา,Honda,พื้นขาวอักษรดำ,กย8294,ภูเก็ต,,
CarDetect_130307761_00227.jpg,รถตู้,ขาว,Unknown,พื้นเหลืองอักษรดำ,309733,ภูเก็ต,,
CarDetect_164952172_04857.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บบ5264,ภูเก็ต,,
CarDetect_171330483_05330.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,ขง657,สงขลา,,
CarDetect_174048909_05951.jpg,รถกระบะมีหลังคาสูง,ขาว,Toyota,พื้นขาวอักษรเขียว,นข6795,ภูเก็ต,,
CarDetect_154142142_03484.jpg,รถกระบะมีหลังคาสูง,ขาว, Suzuki,พื้นขาวอักษรเขียว,บธ605,ภูเก็ต,,
CarDetect_154542807_03559.jpg,ไม่เอา,ขาว,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_134412229_01095.jpg,รถบัส,ขาว,Unknown,พื้นเหลืองอักษรดำ,329772,กรุงเทพมหานคร,,
CarDetect_171054668_05280.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,ฌช1137,กรุงเทพมหานคร,,
CarDetect_13065520_00306.jpg,รถบรรทุก,ขาว,Hino,พื้นขาวอักษรดำ,820813,สุราษฎร์ธานี,,
CarDetect_154413938_03533.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรเขียว,บล4635,ขอนแก่น,,
CarDetect_133915358_00979.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Nissan,พื้นขาวอักษรเขียว,บต7148,พัทลุง,,
CarDetect_141835881_01803.jpg,รถเก๋งแวน,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กม8883,ภูเก็ต,,
CarDetect_173853144_05912.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,307303,ภูเก็ต,,
CarDetect_170543242_05180.jpg,รถเก๋งแวน,ดำ,Mitsubishi,พื้นขาวอักษรดำ,กษ6838,ภูเก็ต,,
CarDetect_145955719_02629.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,308779,ภูเก็ต,,
CarDetect_145641987_02569.jpg,รถกระบะไม่มีหลังคา,ดำ,Nissan,พื้นขาวอักษรเขียว,บน8437,ภูเก็ต,,
CarDetect_14392725_02251.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,307779,ภูเก็ต,,
CarDetect_161443980_04147.jpg,รถตู้,น่าจะสีเข้ม,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_162219246_04295.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กว76,ภูเก็ต,,
CarDetect_125934295_00161.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กอ4767,ภูเก็ต,,
CarDetect_165140275_04901.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,ผย7852,ขอนแก่น,,
CarDetect_135621480_01340.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,306199,ภูเก็ต,,
CarDetect_125939462_00163.jpg,รถเก๋งแวน,เทา, Suzuki,พื้นขาวอักษรดำ,กล9562,ภูเก็ต,,
CarDetect_150626342_02759.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,นข6297,ภูเก็ต,,
CarDetect_153113140_03274.jpg,รถเก๋ง,ขาว,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข1015,ภูเก็ต,,
CarDetect_130218595_00214.jpg,รถเก๋ง,น้ำตาล,Nissan,พื้นขาวอักษรดำ,กร8646,นครศรีธรรมราช,,
CarDetect_135437330_01302.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,6กจ7811,กรุงเทพมหานคร,,
CarDetect_162105259_04265.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กบ1856,ภูเก็ต,,
CarDetect_131113919_00395.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กต6583,ภูเก็ต,,
CarDetect_143146214_02108.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กย7059,สุราษฎร์ธานี,,
CarDetect_15235225_03131.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4332,ภูเก็ต,,
CarDetect_145151851_02475.jpg,รถเก๋งแวน,ขาว,Chevrolet,พื้นขาวอักษรดำ,2กฬ7167,กรุงเทพมหานคร,,
CarDetect_151533103_02961.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,กอ5492,ภูเก็ต,,
CarDetect_150056709_02653.jpg,รถเก๋ง,ดำ,Unknown,พื้นขาวอักษรดำ,สณ3605,กรุงเทพมหานคร,,
CarDetect_140100925_01438.jpg,รถเก๋ง,ดำ,Ford,พื้นขาวอักษรดำ,กบ7020,ภูเก็ต,,
CarDetect_173112884_05744.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,บน2133,ภูเก็ต,,
CarDetect_142322808_01920.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กม6343,ภูเก็ต,,
CarDetect_142249959_01904.jpg,รถตู้,ขาว,Toyota,พื้นขาวอักษรเขียว,ฒต8573,กรุงเทพมหานคร,,
CarDetect_165544442_04975.jpg,รถเก๋ง,ขาว,Toyota,พื้นแดง,ผ1606,กรุงเทพมหานคร,,
CarDetect_131740480_00510.jpg,รถเก๋ง,ดำ,BMW,พื้นแดง,ท5976,กรุงเทพมหานคร,,
CarDetect_155636213_03779.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กว4067,ภูเก็ต,,
CarDetect_125228665_00002.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ3953,ภูเก็ต,,
CarDetect_155054757_03653.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กพ7884,ภูเก็ต,,
CarDetect_17142084_05352.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กว2179,ภูเก็ต,,
CarDetect_141811969_01788.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กท7743,ภูเก็ต,,
CarDetect_150334109_02698.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กค9712,ภูเก็ต,,
CarDetect_144546602_02351.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กม4957,ภูเก็ต,,
CarDetect_155542794_03755.jpg,รถกระบะมีหลังคาสูง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บต8742,น่าน,,
CarDetect_173628504_05865.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นกราฟิก,กบ9955,ภูเก็ต,,
CarDetect_161025518_04048.jpg,รถกระบะไม่มีหลังคา,ดำ,Mazda,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_140757735_01591.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ2986,ภูเก็ต,,
CarDetect_155856934_03819.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2364,ภูเก็ต,,
CarDetect_172009444_05484.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,6กร4170,กรุงเทพมหานคร,,
CarDetect_151643671_02987.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข812,ภูเก็ต,,
CarDetect_162309893_04309.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,กอ8098,ภูเก็ต,,
CarDetect_172244694_05553.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กว4890,ภูเก็ต,,
CarDetect_144431252_02330.jpg,รถกระบะมีหลังคาสูง,ขาว,Toyota,พื้นขาวอักษรเขียว,บร5660,สกลนคร,,
CarDetect_135002598_01210.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,กว3345,ภูเก็ต,,
CarDetect_141822170_01795.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,2กญ1023,กรุงเทพมหานคร,,
CarDetect_152958522_03248.jpg,รถเก๋งแวน,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3959,ภูเก็ต,,
CarDetect_162112824_04268.jpg,รถกระบะไม่มีหลังคา,น้ำตาล,Isuzu,พื้นขาวอักษรเขียว,บธ3890,ภูเก็ต,,
CarDetect_140024224_01423.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กน2940,ภูเก็ต,,
CarDetect_142129559_01871.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,6กบ7617,กรุงเทพมหานคร,,
CarDetect_125423737_00048.jpg,รถเก๋ง,ขาว,Honda,พื้นกราฟิก,กน7744,ภูเก็ต,,
CarDetect_134441590_01102.jpg,รถเก๋งแวน,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3893,ภูเก็ต,,
CarDetect_131445528_00461.jpg,รถกระบะมีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ2491,ภูเก็ต,,
CarDetect_173437886_05825.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,306999,ไม่เห็นป้าย,,
CarDetect_143822402_02220.jpg,รถบรรทุก,ขาว,Hino,พื้นขาวอักษรดำ,809212,กระบี่,,
CarDetect_162651101_04361.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นแดง,ก5950,ภูเก็ต,,
CarDetect_155115826_03665.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2939,ภูเก็ต,,
CarDetect_134935660_01200.jpg,รถกระบะมีหลังคา,เทา,Isuzu,พื้นขาวอักษรเขียว,บฉ1556,ภูเก็ต,,
CarDetect_172609325_05631.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,กย5918,ภูเก็ต,,
CarDetect_155959562_03841.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,300482,พังงา,,
CarDetect_142533182_01968.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309718,ภูเก็ต,,
CarDetect_130322625_00232.jpg,ไม่เอา,แดง,Toyota,พื้นขาวอักษรดำ,6กค2140,กรุงเทพมหานคร,,
CarDetect_131658566_00496.jpg,รถเก๋ง,บรอนซ์ทอง,Ford,พื้นขาวอักษรดำ,กบ4200,ภูเก็ต,,
CarDetect_152003472_03056.jpg,รถเก๋ง,บรอนซ์เงิน,Nissan,พื้นขาวอักษรดำ,กอ7346,ภูเก็ต,,
CarDetect_164151288_04680.jpg,ไม่เอา,เทา,Honda,พื้นขาวอักษรดำ,กธ7002,ภูเก็ต,,
CarDetect_130315552_00229.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309015,ภูเก็ต,,
CarDetect_130052104_00188.jpg,รถกระบะไม่มีหลังคา,เทา,Toyota,พื้นขาวอักษรเขียว,บบ4717,ภูเก็ต,,
CarDetect_13035555_00241.jpg,รถกระบะไม่มีหลังคา,น้ำเงิน,Isuzu,พื้นขาวอักษรเขียว,บน3829,ภูเก็ต,,
CarDetect_171306460_05324.jpg,รถตู้,น่าจะสีอ่อน,Toyota,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_170620699_05195.jpg,ไม่เอา,ขาว,Nissan,พื้นกราฟิก,กธ6622,ไม่เห็นป้าย,,
CarDetect_135159963_01250.jpg,รถบรรทุก,ขาว,Isuzu,พื้นขาวอักษรดำ,998905,กรุงเทพมหานคร,,
CarDetect_165348528_04936.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บน9429,ภูเก็ต,,
CarDetect_165008811_04865.jpg,รถกระบะไม่มีหลังคา,ดำ,Ford,พื้นขาวอักษรดำ,กล6467,ภูเก็ต,,
CarDetect_145018691_02448.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กษ6039,ภูเก็ต,,
CarDetect_142056573_01859.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,3กผ7854,กรุงเทพมหานคร,,
CarDetect_133732401_00949.jpg,รถกระบะมีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,กฉ1915,ภูเก็ต,,
CarDetect_160804996_03990.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,311030,ภูเก็ต,,
CarDetect_154333347_03520.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,กพ5897,ขอนแก่น,,
CarDetect_155914166_03827.jpg,รถเก๋ง,บรอนซ์ทอง,Nissan,พื้นขาวอักษรดำ,2กจ2418,กรุงเทพมหานคร,,
CarDetect_171757700_05428.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,บบ6876,ภูเก็ต,,
CarDetect_14261213_01983.jpg,รถกระบะไม่มีหลังคา,เทา,Isuzu,พื้นขาวอักษรเขียว,บธ6569,ภูเก็ต,,
CarDetect_144642400_02375.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรเขียว,บอ9983,กรุงเทพมหานคร,,
